mp_id k_lattice
mp-6591 161229.554354
mp-555591 14.717954
mp-1195827 12.045407
mp-1020627 22.744886
mp-15845 3214584.074281
mp-1191141 27.476651
mp-561294 41.255891
mp-557857 25.419502
mp-629430 8.407204
mp-558219 11.433278
mp-18495 18.168643
mp-1218207 15.560645
mp-1218142 25.016007
mp-1218221 2.235318
mp-772160 2.097919
mp-755705 1.804433
mp-755393 2.422159
mp-1101331 1.493340
mp-1218152 28.735911
mp-1218197 12.369995
mp-1218227 4.829360
mp-1208670 3.988278
mp-1218223 7.574846
mp-851090 2.769222
mp-772089 2.635841
mp-768963 6.607012
mp-768604 2.469756
mp-768597 3.758907
mp-756228 7.208552
mp-754999 6.412795
mp-1101356 6.858592
mp-756439 3.248272
mp-756437 3.492956
mp-1218184 24.339777
mp-1218220 21.632712
mp-675492 8.597237
mp-1218249 7.873573
mp-1196620 6.095915
mp-1218245 20.040850
mp-754211 9.744111
mp-752533 7.773120
mp-752555 6.498162
mp-753651 8.662310
mp-1218277 6.200464
mp-1218238 25.990721
mp-540688 6.635305
mp-23046 3.708825
mp-1208666 1.947034
mp-1218278 2.450414
mp-568284 2.217537
mp-23181 1.513535
mp-559385 4.378408
mp-1208627 33.093864
mp-665922 7.460683
mp-28688 4.091928
mp-1190152 4.575301
mp-554351 2.536108
mp-1208643 4.746405
mp-550908 15.313234
mp-4673 8.399372
mp-4551 36.830319
mp-3721 19.174316
mp-3378 16.415183
mp-13109 18.062115
mp-13108 31.729384
mp-1029396 824040940.522953
mp-1187172 12.174284
mp-643385 3.591007
mp-24205 4.035155
mp-24066 13.516594
mp-23860 15.239487
mp-1080045 9.515876
mp-24423 12.695372
mp-541339 12.029924
mp-1205187 4.240874
mp-1237207 8.670926
mp-626755 14.892892
mp-626750 2.802117
mp-626727 15.914003
mp-28420 5648929082.209180
mp-757723 6.897201
mp-643026 8.725859
mp-736390 9.925394
mp-24456 5.605900
mp-23957 1.611772
mp-24479 6.329250
mp-643356 2.967037
mp-753175 6.260949
mp-23759 26.945293
mp-23714 11.066272
mp-1179094 26.631803
mp-23885 13.832232
mp-1192743 3.635840
mp-17464 5.683757
mp-1247194 10.415732
mp-9380 9.579209
mp-1020611 13.021140
mp-1244 3.981982
mp-1218292 8.690913
mp-1101981 9253062.431469
mp-1020628 18.040235
mp-23884 19.188557
mp-978852 6.491179
mp-979137 31.631626
mp-1192424 7.059560
mp-978847 13.946407
mp-1208823 5.641797
mp-556343 7.978708
mp-554053 5.584046
mp-1197916 5.350374
mp-18253 8.227952
mp-556046 13.982452
mp-6198 11.492631
mp-14235 9.656844
mp-540621 7.236374
mp-981 38.959166
mp-1102911 11.363543
mp-1102240 11.418533
mp-560445 5.781280
mp-556075 4.282719
mp-1091416 6.105415
mp-21228 9.277515
mp-12444 18658520.745997
mp-21609 3.545680
mp-12557 10.776477
mp-17322 7.290665
mp-16988 7.221404
mp-16179 5.596408
mp-18685 6.233521
mp-1147586 11.854649
mp-510607 9.673805
mp-23209 12.250469
mp-22428 8.422982
mp-937703 563987146.399440
mp-11178 32.537783
mp-17693 10.661863
mp-1018032 18.005999
mp-1190367 10.529877
mp-1519527 39.215622
mp-1218353 6.728564
mp-1218364 30.025140
mp-1218358 36.536208
mp-20726 4.440865
mp-7084 7.696201
mp-1218330 45.026440
mp-1218368 11.977088
mp-21166 3.626133
mp-1017988 42.745607
mp-1519971 27.202102
mp-850529 1.211134
mp-850305 2.286980
mp-850279 1.410509
mp-850277 2.284223
mp-755980 1.467906
mp-755061 1.420282
mp-754885 1.225960
mp-754730 1.255902
mp-752419 1.468607
mp-1101345 2.475401
mp-1101341 2.669562
mp-1101340 1.980063
mp-1218419 17.279429
mp-12418 10.225008
mp-978844 46.773890
mp-1218476 46.746923
mp-1218487 18.754001
mp-1218454 17.376254
mp-1218377 15.666434
mp-1218448 14.989635
mp-780454 1.030744
mp-1218492 36.296122
mp-771568 1.122178
mp-780396 1.151752
mp-755684 1.878333
mp-755020 1.768029
mp-754517 2.976621
mp-752695 0.943294
mp-1101362 1.708779
mp-1101357 2.151765
mp-1208684 3.802795
mp-559653 16.745461
mp-3822 9.574160
mp-38035 17.721007
mp-33746 12.421276
mp-1218370 36.567035
mp-9167 8.051209
mp-10497 19.905432
mp-2630 20.525067
mp-1208676 4.329845
mp-567744 2.530260
mp-32711 0.915198
mp-1187158 3.062655
mp-1078631 6.452109
mp-29164 5.870195
mp-1218578 2.693623
mp-552547 4.794622
mp-547244 7.349394
mp-552234 7.034293
mp-559364 3.285341
mp-9726 7.874753
mp-1020654 15.755269
mp-27791 29.708942
mp-1020606 23.764507
mp-558981 22.287546
mp-6486 36.515586
mp-558022 33.074760
mp-554759 7.629750
mp-5540 42.502505
mp-997094 6.611927
mp-1197529 2.167652
mp-1208723 3.601975
mp-1049 5.456117
mp-1218396 37.436804
mp-570485 27.183243
mp-568450 8.650993
mp-980057 21.696846
mp-540653 9.934782
mp-16557 6.304124
mp-21563 10.373709
mp-3788 20.723647
mp-5492 11.834930
mp-36775 15.933260
mp-3094 16.818968
mp-1218520 36.581769
mp-558669 34.439271
mp-15939 48.652995
mp-1218484 20.469678
mp-1205386 11.717593
mp-1080438 4.733525
mp-1078562 6.102076
mp-10667 9.927446
mp-997086 14.703121
mp-555609 8.614811
mp-1247333 5.328682
mp-1218629 4.803594
mp-561245 10.308544
mp-532267 5.971354
mp-1245667 3.147756
mp-555314 13.477702
mp-1218554 6.703468
mp-1245386 3.664043
mp-1246791 4.020305
mp-1245748 3.329439
mp-1245958 1.944129
mp-1246024 3.717599
mp-568436 2.982215
mp-1247404 3.638754
mp-1075922 22.758822
mp-23828 4.630326
mp-23827 6.380662
mp-1218524 27639175.247048
mp-1020715 17.606793
mp-699151 10.069634
mp-686028 12.085160
mp-1234493 3.060924
mp-1234283 2.420229
mp-1234213 2.734199
mp-1233699 2.670215
mp-1233607 2.571748
mp-1233312 3.154280
mp-1233052 3.097374
mp-18635 6.944826
mp-29136 2.502087
mp-675103 4.214142
mp-1218648 12.821607
mp-1218595 6.642721
mp-1218534 28.151665
mp-1218512 23.756632
mp-1218504 27.852453
mp-29085 2.357108
mp-1218569 6.627413
mp-556224 7.070798
mp-1218711 6.502851
mp-1202132 23.572190
mp-1195674 4.781214
mp-769582 6.165002
mp-769297 14.950556
mp-17739 2.645357
mp-1203497 1.507890
mp-6669 9.787964
mp-23121 9.143503
mp-23141 8.931825
mp-10577 5.674520
mp-761057 13.417903
mp-561133 18.378452
mp-31231 4.699932
mp-771889 1.997384
mp-1247284 4.707937
mp-1218334 6593.284912
mp-555203 9.207760
mp-560233 6.904901
mp-17777 7.726102
mp-24338 3.719459
mp-559965 7.032468
mp-1208679 7.228914
mp-29978 9.273122
mp-1247227 6.382038
mp-1247347 8.283092
mp-18458 3.196998
mp-1194401 3.254085
mp-1029868 9.117376
mp-1246201 5.223534
mp-649033 1.659543
mp-571046 6.642099
mp-1020709 8.176169
mp-1246638 6.100832
mp-28021 1.382470
mp-28796 8.121200
mp-28392 1.536485
mp-1218479 28.913162
mp-1218457 27.561635
mp-1029580 9.878276
mp-1218572 27.414226
mp-28802 7.460213
mp-1246089 14.444491
mp-1029799 8.237002
mp-558553 17.356348
mp-1218495 29.496983
mp-1218587 2.854436
mp-769283 5.230990
mp-769271 6.073107
mp-769268 8.002842
mp-769246 3.728368
mp-1208734 10.013683
mp-1246073 6.016761
mp-570983 2.086358
mp-1218371 10.835916
mp-1218389 7.778999
mp-755293 8.963599
mp-4598 10.882692
mp-556331 2.374314
mp-29775 9.295450
mp-8298 11.652779
mp-1218456 9.760052
mp-558114 10.581499
mp-1249497 5.603164
mp-676684 4.203548
mp-675416 4.244026
mp-28940 8.134205
mp-2212246 8.253505
mp-1218647 13.873317
mp-1187317 8.219702
mp-1173213 12.666487
mp-9723 7.825758
mp-35769 4.295572
mp-1218563 7.709328
mp-29910 1.606905
mp-1218423 26.824785
mp-779428 11.264735
mp-1218574 17.637293
mp-779001 7.964264
mp-1246832 4.031993
mp-1246370 11.667496
mp-766217 149952551.825355
mp-672334 5.031449
mp-1246666 3.381524
mp-23321 3.853214
mp-1218427 4.077490
mp-567601 3.215578
mp-1218383 9.079604
mp-1218378 7.928985
mp-768810 2.961811
mp-556049 2.202255
mp-1218632 6.981424
mp-28397 1.688296
mp-1218382 7.327589
mp-1025351 1952657.751313
mp-29424 1.542469
mp-8299 15.886470
mp-9392 19.562013
mp-19259 15.945381
mp-1208447 15.635408
mp-14161 15.848100
mp-8877 15.270053
mp-1218517 18.220980
mp-1218564 10.324291
mp-1218576 23.927162
mp-27690 26.525182
mp-1218510 26.541684
mp-6730 10.354304
mp-18498 12.011897
mp-771936 0.955246
mp-17025 13.495784
mp-756382 3.459650
mp-755326 6.059821
mp-1204662 6.105733
mp-1203086 5.638769
mp-756585 2.515035
mp-1246302 10.230426
mp-1218701 7.389926
mp-19386 17.646642
mp-3956 7.005304
mp-1188375 8.975386
mp-1218755 5.990412
mp-555451 2.856356
mp-31355 3.049599
mp-1218661 12.747921
mp-3349 800349861.177878
mp-1218603 10.952980
mp-768941 6.745250
mp-768907 10.314999
mp-30026 2.683179
mp-1196481 3.216426
mp-18705 3.854693
mp-1247449 4.884921
mp-1103663 17.397823
mp-18199 1.914239
mp-17103 10.824144
mp-1218658 8.146438
mp-756810 15.737270
mp-1103389 21.353907
mp-769252 7.985718
mp-1208730 4.892633
mp-17743 11.055911
mp-17829 10.369546
mp-979932 25.417405
mp-5487 4.125841
mp-30949 8.279441
mp-1218418 9.168311
mp-18247 10.230151
mp-1245988 14.428709
mp-1013588 11.435911
mp-7752 9.527618
mp-17562 7.690280
mp-1218560 6.892234
mp-1208807 1.605813
mp-1013554 9.695718
mp-557650 23.734830
mp-31127 12.322545
mp-682953 7.917820
mp-14288 3.016686
mp-32635 4.523867
mp-1853 9.189617
mp-1218602 6.567971
mp-986716 3.080512
mp-1218413 24.177139
mp-570046 4.342009
mp-1103508 19.731301
mp-6064 10.697617
mp-567398 8.443776
mp-554641 19.999325
mp-1190486 12.100236
mp-1190151 13.585878
mp-1190404 16.244316
mp-1218428 9.002472
mp-1192357 5.135575
mp-1208758 9.496742
mp-1208770 14.302970
mp-766433 18.154704
mp-1218571 14.454157
mp-1104857 32.575499
mp-567371 12.529006
mp-753769 8.545604
mp-1218724 7.564692
mp-1218499 17.828743
mp-1218518 21.599075
mp-772074 0.939289
mp-771883 2.905063
mp-771955 1.373571
mp-757624 7.642717
mp-755969 10.625097
mp-768615 3.098984
mp-669389 8.881050
mp-616026 5.067893
mp-1245417 6.942735
mp-18652 8.891387
mp-779517 20.284993
mp-752691 6.957321
mp-771411 10.543838
mp-1101351 11.065475
mp-30950 7.925984
mp-1020650 16.910054
mp-542625 1.859852
mp-7191 10.807893
mp-1194661 1.694794
mp-30158 6.218394
mp-570971 9.504362
mp-1208802 4.447810
mp-17149 7.403627
mp-18651 11.075150
mp-862670 3.334920
mp-10392 9.230003
mp-1218577 37.159182
mp-1218367 17.823331
mp-1079940 27.173555
mp-1101363 1.200224
mp-754610 1.628230
mp-1218494 16.264026
mp-1208816 5.690573
mp-1218522 14.149469
mp-1218395 6.793441
mp-1218385 16.863300
mp-1218392 6.979641
mp-975140 36.668022
mp-542143 11.607688
mp-16764 3.750479
mp-999265 15.131640
mp-1029665 9.318201
mp-1202821 12.581064
mp-1013555 10.831060
mp-1201690 17.131292
mp-678007 5.958097
mp-17667 3.604927
mp-15736 23.711463
mp-1246311 6.493029
mp-1192533 4.125337
mp-1029733 17.718021
mp-559224 8.928570
mp-1195093 2.690058
mp-11677 7.690567
mp-4632 22.851485
mp-28324 5.857974
mp-18351 4.325232
mp-17504 2.021607
mp-1106227 5.048945
mp-16945 5.195559
mp-1189054 3.399443
mp-30239 7.396186
mp-16432 457109148.402300
mp-1218347 3.637787
mp-771256 4.583846
mp-771216 4.719742
mp-755771 5.666751
mp-755082 10.008773
mp-9843 10.950632
mp-17129 6.895796
mp-1518526 41.967339
mp-1189305 4.049971
mp-1080028 41.215559
mp-1205663 34.819744
mp-1522474 22.614891
mp-1025349 34.378895
mp-1523090 34.873425
mp-19282 23.338562
mp-770419 22.831590
mp-1105272 13.776362
mp-1195362 8.980427
mp-1187098 3.500631
mp-1190981 8.631760
mp-18829 24.509763
mp-9306 16.208531
mp-1079971 17.335184
mp-17392 12.953322
mp-1104042 7.366496
mp-12355 15.977655
mp-6110 29.394707
mp-1080719 27.456677
mp-12878 22.734126
mp-6019 23.329120
mp-1520823 30.292424
mp-1520759 10.033407
mp-771830 0.933275
mp-771829 1.103914
mp-1522480 8.057372
mp-1522479 13.277479
mp-772676 9.022680
mp-555382 5.866062
mp-558952 11.093361
mp-1208766 7.519065
mp-556533 5.204918
mp-1218693 3.331306
mp-19368 7.587919
mp-727920 14.038991
mp-554059 10.193801
mp-18471 5.077536
mp-560410 9.767992
mp-16605 14.429255
mp-1188876 6.024972
mp-557387 12.982659
mp-1208751 13.624631
mp-1208794 0.739040
mp-1208784 349324.664287
mp-1208773 0.921610
mp-757407 4.076765
mp-1519075 21.569930
mp-1218526 5.796331
mp-1218529 18.659660
mp-5532 65.530209
mp-776509 21.651182
mp-755491 25.191308
mp-755353 42647755.440390
mp-755078 20.022786
mp-1101353 25.243947
mp-1218800 7.292966
mp-1192641 17.302868
mp-1208756 14.949049
mp-1517293 10.882332
mp-1517218 24.630171
mp-1516644 24.353461
mp-1516557 9.082834
mp-1520641 6.138062
mp-1520629 14.712935
mp-1218704 25.550696
mp-17518 5.197789
mp-1086666 21.571454
mp-1190108 13.211760
mp-1080506 25.425573
mp-1078748 19.946051
mp-12427 11231514.212438
mp-1205594 36.302505
mp-1147547 31.291524
mp-13664 12.030073
mp-12286 10.333817
mp-17057 3.873337
mp-1218773 3.704627
mp-30294 25945399.389137
mp-17676 2.128854
mp-4941 13.365101
mp-4287 8460041.984702
mp-3376 19.533589
mp-867169 6.953671
mp-1194203 9.425817
mp-1198515 12.511580
mp-766178 11.940742
mp-978 3.873712
mp-1208761 15.470050
mp-1521056 21.775210
mp-972216 14.555987
mp-1520995 10.859380
mp-8496 20.012622
mp-1516711 11.078523
mp-1520392 6.721465
mp-1208755 12.930945
mp-1104926 4.885560
mp-18510 9.045582
mp-17825 8.215198
mp-557304 8.728650
mp-9710 19.034129
mp-1106 9.177969
mp-1218707 10.882173
mp-1208776 20.001254
mp-1106218 21.008267
mp-1208760 24.739488
mp-1105158 26.759889
mp-1208736 24.396700
mp-14926 8.817702
mp-863251 2.764873
mp-556123 29.161633
mp-16897 1.905964
mp-1105180 3.800753
mp-1520081 23.024678
mp-1519896 9.978692
mp-1199935 3.262106
mp-1218718 20.272262
mp-1516990 1.551542
mp-1516905 7.384159
mp-20944 8.238248
mp-4359 23.077703
mp-1195270 4.824211
mp-1202046 3.508664
mp-1195664 3.191353
mp-5616 8.560227
mp-27583 5.336715
mp-1516994 22.449458
mp-1208759 15.585104
mp-1521536 11.401556
mp-1516795 10.644357
mp-1518321 7.555853
mp-23093 13.075412
mp-17701 8.034794
mp-1218750 27.671248
mp-20222 21.117478
mp-1218739 37.861599
mp-1205677 37.141401
mp-1518801 8.099321
mp-1206057 47.645942
mp-3870 13.493915
mp-23033 20.658600
mp-19420 29.263506
mp-18848 32.042363
mp-972112 12.792048
mp-6564 21.437121
mp-1206730 43.663145
mp-1246991 8.065490
mp-1078539 28.517441
mp-644225 26.780580
mp-972387 14.198827
mp-707440 13.787908
mp-13541 33.111410
mp-1208820 10.580845
mp-1205553 22.795307
mp-1205760 24.299231
mp-1188959 13.187406
mp-1187090 5.583743
mp-23100 12.538633
mp-12525 14.008913
mp-1080625 15.415171
mp-10556 9.508852
mp-1192182 6.622730
mp-1218762 14.033882
mp-541569 7.673792
mp-541568 12.308296
mp-753864 20.960127
mp-557028 10.367350
mp-1518170 4.627301
mp-1206332 22.023447
mp-1189102 14.102001
mp-1518670 12.199464
mp-772032 0.603441
mp-772022 0.784460
mp-1218758 15.648816
mp-1218805 10.757972
mp-771888 3.248690
mp-771879 3.021941
mp-771833 3.003340
mp-771831 3.855403
mp-768633 5.262744
mp-1518256 7.318301
mp-22355 19.396425
mp-1518084 21.740266
mp-1518061 25.094078
mp-23504 1.464044
mp-14283 6.438316
mp-1208825 0.933519
mp-1518266 5.188702
mp-22512 11.981341
mp-569677 12.770521
mp-551203 3.526286
mp-1189408 14.638284
mp-558039 18.159038
mp-867207 2.791248
mp-1208845 9.508509
mp-1187086 4.278232
mp-1519753 26.250680
mp-1523046 31.566413
mp-1520511 18.432119
mp-754761 7.788929
mp-768305 19.112020
mp-752581 10.765304
mp-752537 17.108931
mp-757149 12.926534
mp-690794 29.068807
mp-24292 12.773458
mp-1202747 6.120777
mp-1078677 11.627331
mp-1208839 3.905942
mp-1179173 4.904901
mp-35152 14.110445
mp-1095649 15.714699
mp-1019269 6.829960
mp-4578 4877343.259012
mp-30293 5.363461
mp-557311 5.575023
mp-542085 8.612739
mp-29089 4.973382
mp-18112 1.030500
mp-2576 5.904169
mp-6304 35.695612
mp-6065 31.437855
mp-1078746 26.457534
mp-867219 9.896375
mp-1208927 13.462015
mp-1208875 11.544844
mp-1519036 22.602582
mp-1517204 25.479121
mp-1522016 15.284820
mp-1522161 5.175234
mp-1208858 12.996638
mp-561243 7.084675
mp-552537 6.879832
mp-1519555 7.801962
mp-1519033 9.470017
mp-1518971 6.369616
mp-15743 9.047140
mp-1517357 21.786718
mp-1520500 7.584932
mp-19014 8.789042
mp-18903 18.602140
mp-18888 12.375768
mp-18757 12.361169
mp-1179262 11.569784
mp-1247450 10.031999
mp-863261 6.052480
mp-18981 22.978631
mp-18742 15.686468
mp-1179258 14.597501
mp-1105247 19.119738
mp-1078671 30.812974
mp-14551 11.191413
mp-1218886 14.474847
mp-1218872 18.194099
mp-1218859 25.113754
mp-1218851 42.070296
mp-19116 21.460406
mp-11982 24.348482
mp-18962 26.433771
mp-19100 18.840020
mp-1179251 18.637682
mp-771645 1.094363
mp-771643 1.025828
mp-771642 0.920205
mp-771570 0.982516
mp-768734 1.104890
mp-768570 1.601185
mp-756798 1.132885
mp-756500 1.762858
mp-756238 1.327291
mp-756131 1.692297
mp-754710 2.709269
mp-1101374 1.394406
mp-1101358 2.014037
mp-567655 17.796981
mp-1518359 9.841264
mp-23056 19.735586
mp-867193 1.960151
mp-1518287 7.996620
mp-1105110 5.100450
mp-1986938 7.874269
mp-23357 1.133287
mp-760510 0.949137
mp-10234 9.194202
mp-556498 23.089184
mp-23131 3.849560
mp-569810 3.018103
mp-1077553 9.544550
mp-1201098 27.181867
mp-863258 6.536483
mp-1208835 42.125757
mp-5401 6.692155
mp-1218879 16.468954
mp-697977 7.942144
mp-676727 2.660194
mp-759634 5.329168
mp-1173598 2.806706
mp-1173595 7.813564
mp-1192393 4.139655
mp-571416 2.541125
mp-1094063 13.386834
mp-578752 2.303926
mp-581913 1087455422.729924
mp-3195 1.637322
mp-1245742 4.736891
mp-17447 8.401434
mp-1218894 9.263327
mp-8276 19.902439
mp-1246346 10.284833
mp-7770 7.893855
mp-35746 16.402458
mp-1193100 2.163340
mp-29035 6.686596
mp-1194307 4.843767
mp-1193917 1.931378
mp-1193989 5.714529
mp-9379 5.891077
mp-38152 3.624935
mp-34508 11.651501
mp-567278 58.874901
mp-18660 3.334230
mp-17678 14.225172
mp-1218903 21.345536
mp-766173 7.366113
mp-37859 6.632989
mp-38240 13.873898
mp-15074 1.735454
mp-37108 13.813131
mp-39033 4.226458
mp-4157 1573345995.159596
mp-9566 11.931736
mp-1069695 4.314253
mp-863260 14.372334
mp-1194337 3.035835
mp-1192751 4.006138
mp-570097 29.881622
mp-33569 7.420238
mp-34141 11.450124
mp-35663 3.858444
mp-20397 2.129802
mp-21733 1.304874
mp-21781 1.196170
mp-1078973 7.347799
mp-1205860 5.763290
mp-771750 30341067.794426
mp-768909 3.973368
mp-754869 2.525813
mp-754521 3.464021
mp-1194314 4.383835
mp-625184 13.384236
mp-27425 10.819644
mp-626337 13.927914
mp-626315 8.114166
mp-626293 7.029838
mp-626287 5.602454
mp-626282 8.020344
mp-626271 11.882160
mp-626260 4.732317
mp-626241 8.911830
mp-626216 5.955696
mp-626210 23.693963
mp-626197 14.266365
mp-625860 11.689085
mp-625841 11.585994
mp-625824 14.158150
mp-625803 9.974486
mp-625801 6.168271
mp-1179416 9.766850
mp-1179374 15.255975
mp-1179371 15.162528
mp-1179365 10.875374
mp-1179353 6.241503
mp-1179340 11.367026
mp-1179337 11.077336
mp-1179312 5.737292
mp-643905 11.507651
mp-6987 2.656585
mp-33880 485957.855289
mp-1104062 4.913610
mp-14425 3.341866
mp-1104810 9.027828
mp-554923 5.913693
mp-4851 4.237706
mp-972120 3.812155
mp-1193520 2.170268
mp-38728 10.390755
mp-1193662 4.318787
mp-862729 2.211474
mp-980666 4.998566
mp-13900 7.285945
mp-28477 9.447160
mp-8277 10.304604
mp-7771 8.520618
mp-29961 6.619279
mp-504910 3.811609
mp-29048 3.726779
mp-11919 33.467700
mp-8947 15.581877
mp-11012 5.882917
mp-9749 11.471152
mp-1200414 17.208717
mp-9298 4.697174
mp-1208951 1.983071
mp-36577 9.503623
mp-754118 35.548147
mp-14500 3.856955
mp-37091 3.236094
mp-8422 5.599566
mp-696076 8.904000
mp-14424 5.464360
mp-1104378 7.901555
mp-628726 6.399614
mp-569869 3.458115
mp-27352 2.387604
mp-17700 5.171958
mp-1218892 5.838849
mp-1218909 1.216204
mp-1218925 1.997004
mp-12231 0.979876
mp-1218924 2.954131
mp-1218915 2.510752
mp-1218922 3.103738
mp-560193 0.106078
mp-665 17.390326
mp-8936 2176.858798
mp-691 4.594120
mp-628773 2.894709
mp-2693 4.569232
mp-2168 8.915867
mp-1179336 3.854369
mp-1191223 3.924437
mp-554260 1.004894
mp-645774 0.562371
mp-645709 6.118841
mp-554599 1.396469
mp-9984 20.859817
mp-1095397 6.713455
mp-1170 40.420971
mp-1002063 13.134078
mp-727322 9.346060
mp-559676 12.531668
mp-2231 7.321013
mp-1876 15.402237
mp-1218926 1257456491.667900
mp-1379 118254.433302
mp-1188095 5.090100
mp-1218961 3.921542
mp-1218952 9.051792
mp-1218951 5.555588
mp-1101720 4.134084
mp-20815 4.078801
mp-1218958 1.975626
mp-1218954 2.633052
mp-5706 2.747837
mp-570370 3.781683
mp-4252 6.060966
mp-13923 7.834495
mp-1080140 424767.797299
mp-1079752 4.508737
mp-1007694 10.045449
mp-27018 6.210398
mp-555838 4.039246
mp-775543 29.862197
mp-690702 8.065526
mp-569653 3.649843
mp-28293 4.118890
mp-3245 3.906194
mp-22821 8.016714
mp-766434 10.332525
mp-757192 15.716190
mp-757076 15.111135
mp-17887 22.456098
mp-729459 2.327982
mp-560891 4.570407
mp-856 27.022553
mp-559064 0.896496
mp-755071 29.019550
mp-555487 6.804661
mp-550172 24.839966
mp-1384340 7333702775.242489
mp-1374892 9.880943
mp-12978 28.055093
mp-1041584 5243158.963630
mp-571146 1.864306
mp-1195050 4.922210
mp-1208879 1.942991
mp-23182 0.163431
mp-978846 2.084331
mp-27194 1.546533
mp-36508 6.001831
mp-643460 1.254133
mp-622273 0.126237
mp-554096 1.238402
mp-24113 26.330952
mp-696275 293000741.888048
mp-1200278 3.328215
mp-863000 18.388685
mp-705479 0.814238
mp-643902 27.996445
mp-721686 5.386605
mp-1198647 1.909298
mp-1198029 4.329084
mp-1201828 4.011627
mp-766259 6.331987
mp-1200406 3.441789
mp-1218835 6.027352
mp-5045 4.783854
mp-769144 3.035064
mp-2706 20.963353
mp-1375229 7.432855
mp-7457 212148748.244830
mp-7456 8.742759
mp-2843 4.137555
mp-989192 4.815664
mp-27373 5.778754
mp-29866 1.633904
mp-569152 0.473919
mp-1245605 6.083789
mp-989193 3.561689
mp-989194 5085711.967337
mp-23216 520126.001959
mp-978985 251619801.187841
mp-29862 3.530019
mp-1105170 1.647770
mp-1101917 2.042672
mp-13252 50.387085
mp-1042370 67.047484
mp-767039 1.217790
mp-1208893 1.711202
mp-769187 13.175309
mp-978114 23942867.539347
mp-1219067 2.595948
mp-1014204 2.503378
mp-1219000 3.458110
mp-560715 1.826802
mp-1219009 3.094658
mp-684021 2.365239
mp-540644 1.748181
mp-1021490 3.648720
mp-1013750 3.240997
mp-766979 1.147331
mp-766929 1.051586
mp-561545 1.781683
mp-28932 0.713151
mp-1101413 1.175086
mp-1219030 4.304442
mp-556980 1.658510
mp-1219089 8.007803
mp-5142 2.793740
mp-1219041 2.614600
mp-1201723 0.668356
mp-546757 3.547327
mp-774417 17.275574
mp-16031 18.684429
mp-1194504 3.430009
mp-1443 70875.332267
mp-27431 0.840832
mp-27493 2.161851
mp-1047057 8.284410
mp-753246 2.251510
mp-625789 0.544323
mp-625541 1.776614
mp-1179534 2.624887
mp-1203382 2.986057
mp-1219003 4.592081
mp-1218960 4.716857
mp-1219043 2.336380
mp-561134 3.111493
mp-1219046 2.455949
mp-17835 1.365827
mp-1219056 10.039073
mp-23386 1.032301
mp-1509 5.105638
mp-1219016 3.321144
mp-559291 3.467791
mp-26944 8.025074
mp-1044829 7.271775
mp-767140 3.535635
mp-767134 4.333073
mp-755619 11.976671
mp-753979 5.060969
mp-554022 1.737626
mp-29590 15.243172
mp-753683 4.138773
mp-27480 8.254469
mp-777394 7.440635
mp-777314 4.134058
mp-777302 9.313764
mp-776966 5.560107
mp-773831 4.638420
mp-773830 6.382670
mp-773817 4.090016
mp-762347 4.524557
mp-762250 4.282122
mp-758863 6.081147
mp-1101402 1001092100.580798
mp-555077 3.446211
mp-27167 2.437803
mp-1197014 5.942490
mp-1219050 1.803273
mp-1218976 3.763704
mp-29252 28445452.241819
mp-768877 6.373443
mp-23372 5.581397
mp-27430 3.222205
mp-768950 2.134846
mp-1198561 3.863467
mp-28456 4.276481
mp-760170 2.143581
mp-556672 3.684481
mp-27947 2.499313
mp-555682 29603516.480397
mp-649878 2.118323
mp-557101 0.151816
mp-22467 725213943.526512
mp-36381 18.834982
mp-757156 13.868339
mp-672972 8.386226
mp-1101518 12.106643
mp-767192 6.855167
mp-10955 2.631903
mp-1043041 7.137205
mp-1042873 6.583419
mp-542769 6.797610
mp-677596 1.452361
mp-38605 1.567573
mp-949028 1.092474
mp-1219036 9.723742
mp-7305 8.063549
mp-18506 4.944286
mp-550820 17.196064
mp-1218991 12.568440
mp-1218979 3204544.582626
mp-755685 15.431898
mp-757791 12.317449
mp-861109 5.025490
mp-19323 19.121795
mp-1095337 15.003203
mp-1196559 6.496754
mp-1218963 11.979452
mp-776439 5.504318
mp-999132 2.804464
mp-999137 4.739555
mp-999138 7.824548
mp-754787 4.128879
mp-755128 5.981065
mp-754933 11.042307
mp-1195564 1.796518
mp-18041 8.384941
mp-1105449 2.118912
mp-19480 3.170207
mp-17006 9.681553
mp-555184 11.905785
mp-1208842 3.323143
mp-770284 9.232213
mp-768230 8.030010
mp-3756 14.645227
mp-12931 12.031980
mp-17418 4.122368
mp-1188840 13.461745
mp-554063 5.681064
mp-31118 11.929866
mp-1218986 7987352.465357
mp-13196 14.082230
mp-554052 5.709718
mp-541073 6.524859
mp-1232280 8.968686
mp-3317 11.045286
mp-17569 3.780836
mp-1173297 280134232.171124
mp-1191565 6.936721
mp-3831 9.652472
mp-1105120 21.219722
mp-1102486 18.300460
mp-9849 10.488446
mp-542237 8.854134
mp-9488 17.587180
mp-37381 34.376061
mp-14152 13.860874
mp-558638 6.787660
mp-558997 8.694759
mp-1194049 5.380033
mp-1179401 11.193470
mp-1208832 3.263450
mp-1101371 7.876237
mp-752437 11.167165
mp-1208961 2.189844
mp-754960 3.270939
mp-863028 1.769903
mp-755717 10.472443
mp-1005754 5.495827
mp-1101397 17.946716
mp-1101390 7.774244
